Date,SKU_ID,SKU,Brand,SKU_Category,normal_price,normal_qty,bundling_price,bundling_qty,promo_normal_price,promo_normal_qty,seasonal_price,seasonal_qty,total_qty,total_revenue,promo_type_count,normal_normal_list_price,normal_revenue,normal_transactions,bundling_normal_list_price,bundling_revenue,bundling_transactions,promo_normal_normal_list_price,promo_normal_revenue,promo_normal_transactions,seasonal_normal_list_price,seasonal_revenue,seasonal_transactions
2025-05-02,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,124,10000.0,9,9238.64,140,7600.0,11,284,2707500.0,4,10000.0,1240000.0,37,10000.0,90000.0,4,10000.0,1294500.0,44,10000.0,83000.0,5
2025-05-02,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,139,10000.0,19,9226.19,123,7458.33,31,312,2944500.0,4,10000.0,1390000.0,51,10000.0,190000.0,7,10000.0,1136500.0,42,10000.0,228000.0,12
2025-05-02,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,172,7000.0,18,6460.0,87,5230.77,37,314,2084000.0,4,7000.0,1204000.0,61,7000.0,126000.0,5,7000.0,560700.0,30,7000.0,193300.0,13
2025-05-02,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,180,7000.0,13,6435.0,99,5207.69,44,336,2217000.0,4,7000.0,1260000.0,57,7000.0,91000.0,5,7000.0,636600.0,40,7000.0,229400.0,13
2025-05-02,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,161,3000.0,29,2751.43,107,2188.24,51,348,975900.0,4,3000.0,483000.0,58,3000.0,87000.0,10,3000.0,294900.0,35,3000.0,111000.0,17
2025-05-02,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,163,4500.0,11,4183.33,100,3350.0,29,303,1298300.0,4,4500.0,733500.0,54,4500.0,49500.0,5,4500.0,418900.0,36,4500.0,96400.0,12
2025-05-02,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,143,3500.0,28,3254.29,106,2553.85,40,317,1043700.0,4,3500.0,500500.0,47,3500.0,98000.0,11,3500.0,344200.0,35,3500.0,101000.0,13
2025-05-02,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,196,4000.0,12,3721.21,107,3030.77,45,360,1366000.0,4,4000.0,784000.0,62,4000.0,48000.0,4,4000.0,398400.0,33,4000.0,135600.0,13
2025-05-02,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,167,5000.0,20,4641.18,103,3825.0,26,316,1514100.0,4,5000.0,835000.0,49,5000.0,100000.0,6,5000.0,480000.0,34,5000.0,99100.0,8
2025-05-02,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,137,5000.0,29,4662.16,109,3766.67,39,314,1486900.0,4,5000.0,685000.0,48,5000.0,145000.0,9,5000.0,508200.0,37,5000.0,148700.0,12
2025-05-02,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,179,2000.0,450,3697.3,113,3036.36,30,772,2125000.0,4,4000.0,716000.0,63,4000.0,900000.0,143,4000.0,416800.0,37,4000.0,92200.0,11
2025-05-02,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,170,4000.0,15,3697.3,98,2983.33,35,318,1205600.0,4,4000.0,680000.0,63,4000.0,60000.0,6,4000.0,361600.0,37,4000.0,104000.0,12
2025-05-02,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,155,5500.0,27,5109.09,93,4169.23,45,320,1666400.0,4,5500.0,852500.0,51,5500.0,148500.0,8,5500.0,476400.0,33,5500.0,189000.0,13
2025-05-02,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,122,6000.0,14,5565.0,115,4527.27,28,279,1584300.0,4,6000.0,732000.0,41,6000.0,84000.0,6,6000.0,639900.0,40,6000.0,128400.0,11
2025-05-02,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,213,7000.0,27,6441.67,111,5160.0,30,381,2547900.0,4,7000.0,1491000.0,69,7000.0,189000.0,11,7000.0,714600.0,36,7000.0,153300.0,10
2025-05-02,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,191,7000.0,17,6429.73,97,5214.29,37,342,2272100.0,4,7000.0,1337000.0,64,7000.0,119000.0,6,7000.0,623400.0,37,7000.0,192700.0,14
2025-05-02,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,188,3000.0,30,2762.5,95,2207.14,37,350,998100.0,4,3000.0,564000.0,57,3000.0,90000.0,11,3000.0,262700.0,32,3000.0,81400.0,14
2025-05-02,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,146,3500.0,27,3242.11,186,2553.85,45,404,1323700.0,4,3500.0,511000.0,47,3500.0,94500.0,8,3500.0,603000.0,57,3500.0,115200.0,13
2025-05-03,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,199,5200.0,466,5093.33,88,4100.0,51,804,4176100.0,4,5500.0,1094500.0,68,5500.0,2423200.0,144,5500.0,449000.0,30,5500.0,209400.0,17
2025-05-03,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,181,5500.0,35,5110.34,99,4040.0,22,337,1782300.0,4,5500.0,995500.0,67,5500.0,192500.0,11,5500.0,505000.0,29,5500.0,89300.0,10
2025-05-03,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,198,10000.0,15,9352.94,102,7423.08,36,351,3348500.0,4,10000.0,1980000.0,62,10000.0,150000.0,5,10000.0,953000.0,34,10000.0,265500.0,13
2025-05-03,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,161,10000.0,16,9212.5,109,7694.44,49,335,3150000.0,4,10000.0,1610000.0,58,10000.0,160000.0,7,10000.0,1002000.0,40,10000.0,378000.0,18
2025-05-03,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,211,7000.0,12,6432.35,110,5311.11,34,367,2446900.0,4,7000.0,1477000.0,69,7000.0,84000.0,4,7000.0,706200.0,34,7000.0,179700.0,9
2025-05-03,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,143,7000.0,25,6490.0,94,5250.0,40,302,1994900.0,4,7000.0,1001000.0,52,7000.0,175000.0,8,7000.0,611700.0,30,7000.0,207200.0,12
2025-05-03,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,175,3000.0,25,2756.76,101,2266.67,21,322,925800.0,4,3000.0,525000.0,63,3000.0,75000.0,9,3000.0,278000.0,37,3000.0,47800.0,6
2025-05-03,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,115,4500.0,27,4110.53,132,3461.54,52,326,1362400.0,4,4500.0,517500.0,39,4500.0,121500.0,7,4500.0,543600.0,38,4500.0,179800.0,13
2025-05-03,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,254,3500.0,30,3245.16,94,2583.33,38,416,1398200.0,4,3500.0,889000.0,83,3500.0,105000.0,10,3500.0,305000.0,31,3500.0,99200.0,12
2025-05-03,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,177,4000.0,19,3702.33,128,3053.33,44,368,1392600.0,4,4000.0,708000.0,62,4000.0,76000.0,9,4000.0,473600.0,43,4000.0,135000.0,15
2025-05-03,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,185,5000.0,14,4634.21,114,3822.22,27,340,1625400.0,4,5000.0,925000.0,63,5000.0,70000.0,5,5000.0,528300.0,38,5000.0,102100.0,9
2025-05-03,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,177,5000.0,14,4700.0,90,3730.0,28,309,1481200.0,4,5000.0,885000.0,57,5000.0,70000.0,6,5000.0,422400.0,33,5000.0,103800.0,10
2025-05-03,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,191,2000.0,439,3691.43,94,3011.76,53,777,2148000.0,4,4000.0,764000.0,64,4000.0,878000.0,144,4000.0,347200.0,35,4000.0,158800.0,17
2025-05-03,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,160,4000.0,21,3705.0,132,3000.0,35,348,1317400.0,4,4000.0,640000.0,58,4000.0,84000.0,8,4000.0,488200.0,40,4000.0,105200.0,11
2025-05-03,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,118,5500.0,26,5097.44,117,4100.0,34,295,1525400.0,4,5500.0,649000.0,45,5500.0,143000.0,7,5500.0,595200.0,39,5500.0,138200.0,10
2025-05-03,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,158,6000.0,16,5572.73,90,4500.0,26,290,1660200.0,4,6000.0,948000.0,58,6000.0,96000.0,7,6000.0,501000.0,33,6000.0,115200.0,9
2025-05-03,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,170,7000.0,12,6444.83,88,5187.5,50,320,2098500.0,4,7000.0,1190000.0,55,7000.0,84000.0,6,7000.0,567300.0,29,7000.0,257200.0,16
2025-05-03,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,189,7000.0,17,6372.0,71,5191.67,40,317,2102400.0,4,7000.0,1323000.0,64,7000.0,119000.0,6,7000.0,453600.0,25,7000.0,206800.0,12
2025-05-03,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,154,3000.0,27,2738.89,106,2281.82,37,324,918300.0,4,3000.0,462000.0,55,3000.0,81000.0,9,3000.0,291000.0,36,3000.0,84300.0,11
2025-05-03,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,210,3500.0,15,3267.57,109,2500.0,32,366,1224200.0,4,3500.0,735000.0,72,3500.0,52500.0,4,3500.0,356700.0,37,3500.0,80000.0,10
2025-05-04,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,156,5200.0,470,5085.0,140,3990.91,34,800,4151100.0,4,5500.0,858000.0,51,5500.0,2444000.0,154,5500.0,713000.0,40,5500.0,136100.0,11
2025-05-04,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,210,5500.0,14,5140.0,134,4175.0,35,393,2068000.0,4,5500.0,1155000.0,64,5500.0,77000.0,6,5500.0,689200.0,40,5500.0,146800.0,12
2025-05-04,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,184,10000.0,27,9261.9,123,7444.44,30,364,3471000.0,4,10000.0,1840000.0,61,10000.0,270000.0,7,10000.0,1139000.0,42,10000.0,222000.0,9
2025-05-04,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,151,10000.0,28,9212.5,132,7444.44,26,337,3196500.0,4,10000.0,1510000.0,53,10000.0,280000.0,9,10000.0,1214500.0,40,10000.0,192000.0,9
2025-05-04,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,176,7000.0,20,6466.67,141,5146.15,38,375,2477500.0,4,7000.0,1232000.0,55,7000.0,140000.0,9,7000.0,910800.0,45,7000.0,194700.0,13
2025-05-04,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,159,7000.0,14,6439.29,63,5300.0,49,285,1878200.0,4,7000.0,1113000.0,49,7000.0,98000.0,6,7000.0,405900.0,28,7000.0,261300.0,15
2025-05-04,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,210,3000.0,23,2751.61,83,2236.36,33,349,1001000.0,4,3000.0,630000.0,70,3000.0,69000.0,6,3000.0,228600.0,31,3000.0,73400.0,11
2025-05-04,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,154,4500.0,32,4166.67,120,3400.0,19,325,1401800.0,4,4500.0,693000.0,55,4500.0,144000.0,10,4500.0,500400.0,36,4500.0,64400.0,5
2025-05-04,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,137,3500.0,7,3257.14,105,2571.43,19,268,894100.0,4,3500.0,479500.0,48,3500.0,24500.0,4,3500.0,342100.0,35,3500.0,48000.0,7
2025-05-04,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,184,4000.0,9,3713.51,113,2920.0,44,350,1322200.0,4,4000.0,736000.0,64,4000.0,36000.0,4,4000.0,421200.0,37,4000.0,129000.0,15
2025-05-04,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,204,5000.0,7,4640.0,87,3694.12,53,351,1653000.0,4,5000.0,1020000.0,64,5000.0,35000.0,4,5000.0,404700.0,30,5000.0,193300.0,17
2025-05-04,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,186,5000.0,16,4650.0,128,3853.85,27,357,1709900.0,4,5000.0,930000.0,57,5000.0,80000.0,6,5000.0,594300.0,44,5000.0,105600.0,13
2025-05-04,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,204,2000.0,437,3688.24,103,3000.0,36,780,2179000.0,4,4000.0,816000.0,66,4000.0,874000.0,154,4000.0,381000.0,34,4000.0,108000.0,11
2025-05-04,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,162,4000.0,9,3716.0,146,3057.14,25,342,1304000.0,4,4000.0,648000.0,49,4000.0,36000.0,2,4000.0,544400.0,50,4000.0,75600.0,7
2025-05-04,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,163,5500.0,16,5090.48,120,4062.5,21,320,1680000.0,4,5500.0,896500.0,53,5500.0,88000.0,5,5500.0,609400.0,42,5500.0,86100.0,8
2025-05-04,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,179,6000.0,21,5556.25,133,4418.18,34,367,2089500.0,4,6000.0,1074000.0,63,6000.0,126000.0,8,6000.0,739200.0,48,6000.0,150300.0,11
2025-05-04,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,190,7000.0,28,6364.29,114,5200.0,30,362,2407100.0,4,7000.0,1330000.0,62,7000.0,196000.0,12,7000.0,725100.0,42,7000.0,156000.0,10
2025-05-04,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,153,7000.0,22,6442.11,126,5300.0,50,351,2301800.0,4,7000.0,1071000.0,53,7000.0,154000.0,9,7000.0,809400.0,38,7000.0,267400.0,16
2025-05-04,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,168,3000.0,22,2754.55,139,2246.67,50,379,1065300.0,4,3000.0,504000.0,60,3000.0,66000.0,8,3000.0,383200.0,44,3000.0,112100.0,15
2025-05-04,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,166,3500.0,29,3241.86,130,2581.82,32,357,1189000.0,4,3500.0,581000.0,54,3500.0,101500.0,10,3500.0,421700.0,43,3500.0,84800.0,11
2025-05-05,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,154,5200.0,369,5080.0,68,4168.18,79,670,3440900.0,4,5500.0,847000.0,54,5500.0,1918800.0,125,5500.0,345200.0,25,5500.0,329900.0,22
2025-05-05,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,192,5500.0,27,5104.17,122,4133.33,23,364,1921700.0,4,5500.0,1056000.0,59,5500.0,148500.0,8,5500.0,622600.0,48,5500.0,94600.0,9
2025-05-05,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,167,10000.0,22,9250.0,73,7527.78,54,316,2968000.0,4,10000.0,1670000.0,53,10000.0,220000.0,9,10000.0,673000.0,24,10000.0,405000.0,18
2025-05-05,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,165,10000.0,26,9250.0,144,7571.43,52,387,3633000.0,4,10000.0,1650000.0,60,10000.0,260000.0,9,10000.0,1332000.0,48,10000.0,391000.0,14
2025-05-05,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,174,7000.0,28,6420.0,94,5385.71,21,317,2128000.0,4,7000.0,1218000.0,64,7000.0,196000.0,11,7000.0,602400.0,30,7000.0,111600.0,7
2025-05-05,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,172,7000.0,33,6453.85,97,5284.62,42,344,2281300.0,4,7000.0,1204000.0,52,7000.0,231000.0,10,7000.0,623100.0,39,7000.0,223200.0,13
2025-05-05,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,196,3000.0,11,2756.82,136,2266.67,30,373,1064000.0,4,3000.0,588000.0,61,3000.0,33000.0,4,3000.0,375000.0,44,3000.0,68000.0,12
2025-05-05,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,162,4500.0,22,4171.43,91,3375.0,16,291,1261200.0,4,4500.0,729000.0,50,4500.0,99000.0,5,4500.0,378400.0,28,4500.0,54800.0,8
2025-05-05,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,258,3500.0,17,3240.0,85,2626.67,50,410,1368000.0,4,3500.0,903000.0,87,3500.0,59500.0,5,3500.0,275300.0,30,3500.0,130200.0,15
2025-05-05,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,189,4000.0,8,3716.28,125,3000.0,31,353,1347600.0,4,4000.0,756000.0,68,4000.0,32000.0,3,4000.0,465600.0,43,4000.0,94000.0,12
2025-05-05,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,196,5000.0,20,4597.5,123,3700.0,38,377,1783500.0,4,5000.0,980000.0,66,5000.0,100000.0,8,5000.0,564300.0,40,5000.0,139200.0,12
2025-05-05,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,200,5000.0,19,4624.39,110,3840.0,27,356,1709300.0,4,5000.0,1000000.0,66,5000.0,95000.0,6,5000.0,511500.0,41,5000.0,102800.0,10
2025-05-05,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,200,2000.0,366,3674.29,120,3033.33,40,726,2094400.0,4,4000.0,800000.0,66,4000.0,732000.0,125,4000.0,441800.0,35,4000.0,120600.0,12
2025-05-05,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,185,4000.0,17,3682.61,144,3050.0,43,389,1469800.0,4,4000.0,740000.0,59,4000.0,68000.0,5,4000.0,529800.0,46,4000.0,132000.0,12
2025-05-05,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,186,5500.0,14,5091.89,122,4146.15,37,359,1872300.0,4,5500.0,1023000.0,62,5500.0,77000.0,5,5500.0,621200.0,37,5500.0,151100.0,13
2025-05-05,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,259,6000.0,12,5571.43,123,4560.0,36,430,2474100.0,4,6000.0,1554000.0,84,6000.0,72000.0,4,6000.0,683700.0,42,6000.0,164400.0,10
2025-05-05,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,213,7000.0,16,6482.14,91,5205.88,49,369,2446600.0,4,7000.0,1491000.0,67,7000.0,112000.0,5,7000.0,589200.0,28,7000.0,254400.0,17
2025-05-05,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,198,7000.0,12,6426.32,113,5120.0,51,374,2457700.0,4,7000.0,1386000.0,61,7000.0,84000.0,4,7000.0,725100.0,38,7000.0,262600.0,15
2025-05-05,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,201,3000.0,11,2747.5,102,2253.85,37,351,999300.0,4,3000.0,603000.0,68,3000.0,33000.0,3,3000.0,279900.0,40,3000.0,83400.0,13
2025-05-05,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,188,3500.0,13,3240.43,152,2542.86,32,385,1278600.0,4,3500.0,658000.0,62,3500.0,45500.0,4,3500.0,493300.0,47,3500.0,81800.0,14
2025-05-06,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,148,5200.0,430,5110.0,128,4010.0,28,734,3815700.0,4,5500.0,814000.0,52,5500.0,2236000.0,147,5500.0,654200.0,40,5500.0,111500.0,10
2025-05-06,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,161,5500.0,16,5092.59,142,4130.0,32,351,1829400.0,4,5500.0,885500.0,55,5500.0,88000.0,7,5500.0,723800.0,54,5500.0,132100.0,10
2025-05-06,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,176,10000.0,35,9267.44,126,7468.75,47,384,3630000.0,4,10000.0,1760000.0,60,10000.0,350000.0,11,10000.0,1169000.0,43,10000.0,351000.0,16
2025-05-06,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,161,10000.0,19,9300.0,101,7363.64,30,311,2959500.0,4,10000.0,1610000.0,53,10000.0,190000.0,4,10000.0,940000.0,30,10000.0,219500.0,11
2025-05-06,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,7000.0,195,7000.0,20,6457.5,113,5220.0,34,362,2412700.0,4,7000.0,1365000.0,63,7000.0,140000.0,7,7000.0,731400.0,40,7000.0,176300.0,10
2025-05-06,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,7000.0,136,7000.0,28,6450.0,99,5292.86,37,300,1984200.0,4,7000.0,952000.0,48,7000.0,196000.0,9,7000.0,639000.0,32,7000.0,197200.0,14
2025-05-06,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,177,3000.0,24,2735.48,89,2166.67,28,318,906300.0,4,3000.0,531000.0,60,3000.0,72000.0,7,3000.0,243400.0,31,3000.0,59900.0,9
2025-05-06,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,155,4500.0,22,4150.0,101,3420.0,28,306,1312700.0,4,4500.0,697500.0,50,4500.0,99000.0,7,4500.0,421400.0,32,4500.0,94800.0,10
