Date,Month,Branch,SKU_ID,SKU_Category,Brand,NormalPrice,DiscountedPrice,DiscountPercentage,Promo_Category,Qty,Revenue
2025-05-01,5,Bandung,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,121,605000.0
2025-05-01,5,Bandung,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,128,640000.0
2025-05-01,5,Bandung,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,224,896000.0
2025-05-01,5,Bandung,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,104,416000.0
2025-05-01,5,Bandung,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,157,863500.0
2025-05-01,5,Bandung,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,173,1038000.0
2025-05-01,5,Bandung,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,164,1090600.0
2025-05-01,5,Bandung,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,162,1134000.0
2025-05-01,5,Bandung,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,129,387000.0
2025-05-01,5,Bandung,S020,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,127,411162.5
2025-05-01,5,Surabaya,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,805,4206125.0
2025-05-01,5,Surabaya,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,271,1378712.5
2025-05-01,5,Surabaya,S003,Wafer,Richeese,10000,9500.0,0.05,Promo Bundling,256,2432000.0
2025-05-01,5,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,290,2682500.0
2025-05-01,5,Surabaya,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,298,2205200.0
2025-05-01,5,Surabaya,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,314,2512000.0
2025-05-01,5,Surabaya,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,220,660000.0
2025-05-01,5,Surabaya,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,234,1053000.0
2025-05-01,5,Surabaya,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,214,749000.0
2025-05-01,5,Surabaya,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,204,754800.0
2025-05-01,5,Surabaya,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,242,1210000.0
2025-05-01,5,Surabaya,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,301,1392125.0
2025-05-01,5,Surabaya,S013,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,732,2196000.0
2025-05-01,5,Surabaya,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,207,828000.0
2025-05-01,5,Surabaya,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,168,924000.0
2025-05-01,5,Surabaya,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,292,1664400.0
2025-05-01,5,Surabaya,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,233,1631000.0
2025-05-01,5,Surabaya,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,212,1484000.0
2025-05-01,5,Surabaya,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,242,726000.0
2025-05-01,5,Surabaya,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,279,976500.0
2025-05-01,5,Semarang,S001,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,235,1195562.5
2025-05-01,5,Semarang,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,109,554537.5
2025-05-01,5,Semarang,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,99,990000.0
2025-05-01,5,Semarang,S004,Wafer,Richoco,10000,7500.0,0.25,Promo Seasonal High,104,780000.0
2025-05-01,5,Semarang,S005,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,164,984000.0
2025-05-01,5,Semarang,S006,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,70,560000.0
2025-05-01,5,Semarang,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,110,305250.0
2025-05-01,5,Semarang,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,119,535500.0
2025-05-01,5,Semarang,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,75,262500.0
2025-05-01,5,Semarang,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,83,332000.0
2025-05-01,5,Semarang,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,100,462500.0
2025-05-01,5,Semarang,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,86,397750.0
2025-05-01,5,Semarang,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,139,556000.0
2025-05-01,5,Semarang,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,97,388000.0
2025-05-01,5,Semarang,S015,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,93,383625.0
2025-05-01,5,Semarang,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,104,624000.0
2025-05-01,5,Semarang,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,76,532000.0
2025-05-01,5,Semarang,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,142,919450.0
2025-05-01,5,Semarang,S019,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,95,213750.0
2025-05-01,5,Semarang,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,90,315000.0
2025-05-02,5,Jakarta,S001,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,849,3502125.0
2025-05-02,5,Jakarta,S002,Wafer,Richoco,5500,5225.0,0.05,Promo Bundling,316,1651100.0
2025-05-02,5,Jakarta,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,420,4200000.0
2025-05-02,5,Jakarta,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,426,3940500.0
2025-05-02,5,Jakarta,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,338,2568800.0
2025-05-02,5,Jakarta,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,457,3381800.0
2025-05-02,5,Jakarta,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,284,788100.0
2025-05-02,5,Jakarta,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,344,1548000.0
2025-05-02,5,Jakarta,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,381,1333500.0
2025-05-02,5,Jakarta,S010,Mi Instan,Richeese,4000,3800.0,0.05,Promo Bundling,350,1330000.0
2025-05-02,5,Jakarta,S011,Biskuit,Richeese,5000,4750.0,0.05,Promo Bundling,455,2161250.0
2025-05-02,5,Jakarta,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,372,1720500.0
2025-05-02,5,Jakarta,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,841,3364000.0
2025-05-02,5,Jakarta,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,471,1884000.0
2025-05-02,5,Jakarta,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,342,1739925.0
2025-05-02,5,Jakarta,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,361,2057700.0
2025-05-02,5,Jakarta,S017,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,343,2280950.0
2025-05-02,5,Jakarta,S018,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,353,2347450.0
2025-05-02,5,Jakarta,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,340,943500.0
2025-05-02,5,Jakarta,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,368,1288000.0
2025-05-02,5,Bandung,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,276,1442100.0
2025-05-02,5,Bandung,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,94,478225.0
2025-05-02,5,Bandung,S003,Wafer,Richeese,10000,9500.0,0.05,Promo Bundling,139,1320500.0
2025-05-02,5,Bandung,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,164,1517000.0
2025-05-02,5,Bandung,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,170,1258000.0
2025-05-02,5,Bandung,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,121,895400.0
2025-05-02,5,Bandung,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,128,384000.0
2025-05-02,5,Bandung,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,165,686812.5
2025-05-02,5,Bandung,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,103,360500.0
2025-05-02,5,Bandung,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,138,552000.0
2025-05-02,5,Bandung,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,156,721500.0
2025-05-02,5,Bandung,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,92,460000.0
2025-05-02,5,Bandung,S013,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,365,1095000.0
2025-05-02,5,Bandung,S014,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,174,522000.0
2025-05-02,5,Bandung,S015,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,205,845625.0
2025-05-02,5,Bandung,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,164,984000.0
2025-05-02,5,Bandung,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,96,672000.0
2025-05-02,5,Bandung,S018,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,148,777000.0
2025-05-02,5,Bandung,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,147,441000.0
2025-05-02,5,Bandung,S020,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,205,538125.0
2025-05-02,5,Surabaya,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,565,2952125.0
2025-05-02,5,Surabaya,S002,Wafer,Richoco,5500,4125.0,0.25,Promo Seasonal High,364,1501500.0
2025-05-02,5,Surabaya,S003,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,267,2469750.0
2025-05-02,5,Surabaya,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,206,1905500.0
2025-05-02,5,Surabaya,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,285,2166000.0
2025-05-02,5,Surabaya,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,344,2545600.0
2025-05-02,5,Surabaya,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,228,632700.0
2025-05-02,5,Surabaya,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,290,1239750.0
2025-05-02,5,Surabaya,S009,Mi Instan,Richeese,3500,3325.0,0.05,Promo Bundling,316,1050700.0
2025-05-02,5,Surabaya,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,199,796000.0
2025-05-02,5,Surabaya,S011,Biskuit,Richeese,5000,5000.0,0.0,No Promo,359,1795000.0
2025-05-02,5,Surabaya,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,281,1405000.0
2025-05-02,5,Surabaya,S013,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,370,1369000.0
2025-05-02,5,Surabaya,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,226,904000.0
2025-05-02,5,Surabaya,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,234,1190475.0
2025-05-02,5,Surabaya,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,343,1903650.0
2025-05-02,5,Surabaya,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,210,1470000.0
2025-05-02,5,Surabaya,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,284,1838900.0
2025-05-02,5,Surabaya,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,248,744000.0
2025-05-02,5,Surabaya,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,280,980000.0
2025-05-02,5,Semarang,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,219,1204500.0
2025-05-02,5,Semarang,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,109,599500.0
2025-05-02,5,Semarang,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,76,760000.0
2025-05-02,5,Semarang,S004,Wafer,Richoco,10000,10000.0,0.0,No Promo,93,930000.0
2025-05-02,5,Semarang,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,40,296000.0
2025-05-02,5,Semarang,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,90,666000.0
2025-05-02,5,Semarang,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,104,288600.0
2025-05-02,5,Semarang,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,62,279000.0
2025-05-02,5,Semarang,S009,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,155,406875.0
2025-05-02,5,Semarang,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,70,259000.0
2025-05-02,5,Semarang,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,89,411625.0
2025-05-02,5,Semarang,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,98,453250.0
2025-05-02,5,Semarang,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,260,1040000.0
2025-05-02,5,Semarang,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,68,272000.0
2025-05-02,5,Semarang,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,116,638000.0
2025-05-02,5,Semarang,S016,Wafer,Richoco,6000,5700.0,0.05,Promo Bundling,119,678300.0
2025-05-02,5,Semarang,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,75,525000.0
2025-05-02,5,Semarang,S018,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,103,721000.0
2025-05-02,5,Semarang,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,87,261000.0
2025-05-02,5,Semarang,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,78,273000.0
2025-05-03,5,Jakarta,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,572,3146000.0
2025-05-03,5,Jakarta,S002,Wafer,Richoco,5500,5087.5,0.075,Promo Normal,453,2304637.5
2025-05-03,5,Jakarta,S003,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,443,3322500.0
2025-05-03,5,Jakarta,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,302,2793500.0
2025-05-03,5,Jakarta,S005,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,419,3352000.0
2025-05-03,5,Jakarta,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,408,3019200.0
2025-05-03,5,Jakarta,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,415,1151625.0
2025-05-03,5,Jakarta,S008,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,385,1602562.5
2025-05-03,5,Jakarta,S009,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,377,989625.0
2025-05-03,5,Jakarta,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,271,1084000.0
2025-05-03,5,Jakarta,S011,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,474,1777500.0
2025-05-03,5,Jakarta,S012,Biskuit,Richoco,5000,3750.0,0.25,Promo Seasonal High,453,1698750.0
2025-05-03,5,Jakarta,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,719,2876000.0
2025-05-03,5,Jakarta,S014,Minuman,Richoco,4000,4000.0,0.0,No Promo,350,1400000.0
2025-05-03,5,Jakarta,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,425,2337500.0
2025-05-03,5,Jakarta,S016,Wafer,Richoco,6000,6000.0,0.0,No Promo,300,1800000.0
2025-05-03,5,Jakarta,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,370,2590000.0
2025-05-03,5,Jakarta,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,373,2415175.0
2025-05-03,5,Jakarta,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,287,861000.0
2025-05-03,5,Jakarta,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,388,1358000.0
2025-05-03,5,Bandung,S001,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,410,2142250.0
2025-05-03,5,Bandung,S002,Wafer,Richoco,5500,5225.0,0.05,Promo Bundling,170,888250.0
2025-05-03,5,Bandung,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,137,1370000.0
2025-05-03,5,Bandung,S004,Wafer,Richoco,10000,7500.0,0.25,Promo Seasonal High,206,1545000.0
2025-05-03,5,Bandung,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,163,1206200.0
2025-05-03,5,Bandung,S006,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,144,1094400.0
2025-05-03,5,Bandung,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,126,378000.0
2025-05-03,5,Bandung,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,144,615600.0
2025-05-03,5,Bandung,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,160,560000.0
2025-05-03,5,Bandung,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,130,520000.0
2025-05-03,5,Bandung,S011,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,151,566250.0
2025-05-03,5,Bandung,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,112,560000.0
2025-05-03,5,Bandung,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,273,1092000.0
2025-05-03,5,Bandung,S014,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,163,489000.0
2025-05-03,5,Bandung,S015,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,141,581625.0
2025-05-03,5,Bandung,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,164,910200.0
2025-05-03,5,Bandung,S017,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,161,1042475.0
2025-05-03,5,Bandung,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,139,900025.0
2025-05-03,5,Bandung,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,121,363000.0
2025-05-03,5,Bandung,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,144,504000.0
2025-05-03,5,Surabaya,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,517,2843500.0
2025-05-03,5,Surabaya,S002,Wafer,Richoco,5500,4125.0,0.25,Promo Seasonal High,285,1175625.0
2025-05-03,5,Surabaya,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,278,2780000.0
2025-05-03,5,Surabaya,S004,Wafer,Richoco,10000,10000.0,0.0,No Promo,332,3320000.0
2025-05-03,5,Surabaya,S005,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,326,2477600.0
2025-05-03,5,Surabaya,S006,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,384,2304000.0
2025-05-03,5,Surabaya,S007,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,357,803250.0
2025-05-03,5,Surabaya,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,256,1094400.0
2025-05-03,5,Surabaya,S009,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,262,917000.0
2025-05-03,5,Surabaya,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,252,1008000.0
2025-05-03,5,Surabaya,S011,Biskuit,Richeese,5000,4750.0,0.05,Promo Bundling,292,1387000.0
2025-05-03,5,Surabaya,S012,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,218,1008250.0
2025-05-03,5,Surabaya,S013,Minuman,Richeese,4000,4000.0,0.0,No Promo,476,1904000.0
2025-05-03,5,Surabaya,S014,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,380,1140000.0
2025-05-03,5,Surabaya,S015,Wafer,Richeese,5500,5500.0,0.0,No Promo,328,1804000.0
2025-05-03,5,Surabaya,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,350,1942500.0
2025-05-03,5,Surabaya,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,358,2506000.0
2025-05-03,5,Surabaya,S018,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,246,1592850.0
2025-05-03,5,Surabaya,S019,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,264,792000.0
2025-05-03,5,Surabaya,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,267,934500.0
2025-05-03,5,Semarang,S001,Wafer,Richeese,5500,5500.0,0.0,No Promo,137,753500.0
2025-05-03,5,Semarang,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,129,709500.0
2025-05-03,5,Semarang,S003,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,143,1072500.0
2025-05-03,5,Semarang,S004,Wafer,Richoco,10000,9500.0,0.05,Promo Bundling,96,912000.0
2025-05-03,5,Semarang,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,75,555000.0
2025-05-03,5,Semarang,S006,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,143,1058200.0
2025-05-03,5,Semarang,S007,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,84,252000.0
2025-05-03,5,Semarang,S008,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,116,522000.0
2025-05-03,5,Semarang,S009,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,73,236337.5
2025-05-03,5,Semarang,S010,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,75,300000.0
2025-05-03,5,Semarang,S011,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,108,499500.0
2025-05-03,5,Semarang,S012,Biskuit,Richoco,5000,5000.0,0.0,No Promo,84,420000.0
2025-05-03,5,Semarang,S013,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,217,651000.0
2025-05-03,5,Semarang,S014,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,123,369000.0
2025-05-03,5,Semarang,S015,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,85,432437.5
2025-05-03,5,Semarang,S016,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,106,588300.0
2025-05-03,5,Semarang,S017,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,95,665000.0
2025-05-03,5,Semarang,S018,Kue/Pie,Nextar,7000,6650.0,0.05,Promo Bundling,130,864500.0
2025-05-03,5,Semarang,S019,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,122,338550.0
2025-05-03,5,Semarang,S020,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,69,241500.0
2025-05-04,5,Jakarta,S001,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,928,4721200.0
2025-05-04,5,Jakarta,S002,Wafer,Richoco,5500,5500.0,0.0,No Promo,191,1050500.0
2025-05-04,5,Jakarta,S003,Wafer,Richeese,10000,10000.0,0.0,No Promo,233,2330000.0
2025-05-04,5,Jakarta,S004,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,230,2127500.0
2025-05-04,5,Jakarta,S005,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,387,2863800.0
2025-05-04,5,Jakarta,S006,Kue/Pie,Nextar,8000,7600.0,0.05,Promo Bundling,502,3815200.0
2025-05-04,5,Jakarta,S007,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,464,1287600.0
2025-05-04,5,Jakarta,S008,Extruded Snack,Richoco,4500,4275.0,0.05,Promo Bundling,377,1611675.0
2025-05-04,5,Jakarta,S009,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,472,1528100.0
2025-05-04,5,Jakarta,S010,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,254,939800.0
2025-05-04,5,Jakarta,S011,Biskuit,Richeese,5000,4750.0,0.05,Promo Bundling,276,1311000.0
