ds,yhat,yhat_lower,yhat_upper,SKU_ID,SKU_Name,SKU_Category,qty_forecast,qty_lower,qty_upper,revenue_forecast
2025-11-04,3016.5195642417775,2345.45319068732,3682.3421678758673,S001,Richeese Wafer Keju 50g,Wafer,3017,2345,3682,17443489.0
2025-11-05,2984.8373573140184,2270.3943380057694,3658.237445569329,S001,Richeese Wafer Keju 50g,Wafer,2985,2270,3658,17258473.0
2025-11-06,2947.3647604753055,2222.141221726677,3651.333444170099,S001,Richeese Wafer Keju 50g,Wafer,2947,2222,3651,17038767.0
2025-11-07,2904.512921129192,2248.802724211253,3586.9559183120227,S001,Richeese Wafer Keju 50g,Wafer,2905,2249,3587,16795935.0
2025-11-08,2856.835577711592,2196.0099985622387,3579.15205878457,S001,Richeese Wafer Keju 50g,Wafer,2857,2196,3579,16518411.0
2025-11-09,2805.026110740683,2096.069489993695,3495.799820744962,S001,Richeese Wafer Keju 50g,Wafer,2805,2096,3496,16217761.0
2025-11-10,2749.910670510644,2045.255938459481,3421.5432589939687,S001,Richeese Wafer Keju 50g,Wafer,2750,2045,3422,15899766.0
2025-11-11,2692.437379567197,2016.6609706906004,3365.733574503984,S001,Richeese Wafer Keju 50g,Wafer,2692,2017,3366,15564426.0
2025-11-12,2633.661719710487,1940.1577718551735,3291.221339414186,S001,Richeese Wafer Keju 50g,Wafer,2634,1940,3291,15229085.0
2025-11-13,2574.7283250578366,1836.7332766354075,3218.233437892566,S001,Richeese Wafer Keju 50g,Wafer,2575,1837,3218,14887963.0
2025-11-14,2516.849511410451,1844.6527675439834,3273.884233568923,S001,Richeese Wafer Keju 50g,Wafer,2517,1845,3274,14552622.0
2025-11-15,2461.280974611088,1753.3996036789092,3143.683648770194,S001,Richeese Wafer Keju 50g,Wafer,2461,1753,3144,14228845.0
2025-11-16,2409.295183691648,1632.9567096489054,3082.4695676561664,S001,Richeese Wafer Keju 50g,Wafer,2409,1633,3082,13928195.0
2025-11-17,2362.153075504588,1679.8619672376574,3026.0348150959617,S001,Richeese Wafer Keju 50g,Wafer,2362,1680,3026,13656454.0
2025-11-18,2321.074723656661,1630.9418337494521,3016.556955514455,S001,Richeese Wafer Keju 50g,Wafer,2321,1631,3017,13419403.0
2025-11-19,2287.2097037242133,1585.2989339453848,2940.452105511061,S001,Richeese Wafer Keju 50g,Wafer,2287,1585,2940,13222824.0
2025-11-20,2261.6079071918457,1593.0099930496153,2933.8661485554676,S001,Richeese Wafer Keju 50g,Wafer,2262,1593,2934,13078280.0
2025-11-21,2245.1915670628505,1591.4784512980839,2912.4501041897897,S001,Richeese Wafer Keju 50g,Wafer,2245,1591,2912,12979991.0
2025-11-22,2238.729247966482,1554.1891497461918,2867.857161247988,S001,Richeese Wafer Keju 50g,Wafer,2239,1554,2868,12945300.0
2025-11-23,2242.812522701135,1507.6030428020629,2901.6718044839904,S001,Richeese Wafer Keju 50g,Wafer,2243,1508,2902,12968427.0
2025-11-24,2257.83600595779,1570.0526895452351,2941.6439028588993,S001,Richeese Wafer Keju 50g,Wafer,2258,1570,2942,13055153.0
2025-11-25,2283.981345522773,1651.5982131482099,2961.6470120195568,S001,Richeese Wafer Keju 50g,Wafer,2284,1652,2962,13205478.0
2025-11-26,2321.2056831459413,1645.3571121277228,2979.9616454412885,S001,Richeese Wafer Keju 50g,Wafer,2321,1645,2980,13419403.0
2025-11-27,2369.234993597601,1648.2083547253737,3041.4711004275255,S001,Richeese Wafer Keju 50g,Wafer,2369,1648,3041,13696926.0
2025-11-28,2427.5625938038343,1739.6014895261494,3065.7532729509876,S001,Richeese Wafer Keju 50g,Wafer,2428,1740,3066,14038048.0
2025-11-29,2495.452987330665,1831.1225977237677,3200.4726171613675,S001,Richeese Wafer Keju 50g,Wafer,2495,1831,3200,14425424.0
2025-11-30,2571.9510761680226,1850.476623014902,3293.162456954487,S001,Richeese Wafer Keju 50g,Wafer,2572,1850,3293,14870618.0
2025-12-01,2655.8966352679017,1975.9695231840772,3294.6657705832727,S001,Richeese Wafer Keju 50g,Wafer,2656,1976,3295,15356283.0
2025-12-02,2745.9438092971773,2106.7130979833205,3491.31601968132,S001,Richeese Wafer Keju 50g,Wafer,2746,2107,3491,15876639.0
2025-12-03,2840.58525922837,2199.0238368274117,3587.030655327602,S001,Richeese Wafer Keju 50g,Wafer,2841,2199,3587,16425904.0
2025-12-04,2938.1804623687535,2241.9818944393123,3622.6288452911776,S001,Richeese Wafer Keju 50g,Wafer,2938,2242,3623,16986732.0
2025-12-05,3036.9875566211467,2340.904443330789,3665.875559850267,S001,Richeese Wafer Keju 50g,Wafer,3037,2341,3666,17559123.0
2025-12-06,3135.198021402064,2527.290409981573,3816.1653750924415,S001,Richeese Wafer Keju 50g,Wafer,3135,2527,3816,18125733.0
2025-12-07,3230.9734064741147,2583.758703766473,3889.1511009716232,S001,Richeese Wafer Keju 50g,Wafer,3231,2584,3889,18680780.0
2025-12-08,3322.483258385613,2663.420075537939,4033.6529643985377,S001,Richeese Wafer Keju 50g,Wafer,3322,2663,4034,19206917.0
2025-12-09,3407.9433540882897,2722.2813024866628,4129.395157524499,S001,Richeese Wafer Keju 50g,Wafer,3408,2722,4129,19704146.0
2025-12-10,3485.653333908809,2823.9435988007244,4160.37773119015,S001,Richeese Wafer Keju 50g,Wafer,3486,2824,4160,20155122.0
2025-12-11,3554.0328320538706,2835.354857292444,4186.426867757691,S001,Richeese Wafer Keju 50g,Wafer,3554,2835,4186,20548279.0
2025-12-12,3611.6552322854122,2966.109679235973,4308.315901617087,S001,Richeese Wafer Keju 50g,Wafer,3612,2966,4308,20883620.0
2025-12-13,3657.278228695793,3019.441704390375,4373.173392632293,S001,Richeese Wafer Keju 50g,Wafer,3657,3019,4373,21143798.0
2025-12-14,3689.870445436153,2974.3495225506026,4432.4000903136575,S001,Richeese Wafer Keju 50g,Wafer,3690,2974,4432,21334595.0
2025-12-15,3708.6334629664925,3105.827940342838,4422.795360324197,S001,Richeese Wafer Keju 50g,Wafer,3709,3106,4423,21444448.0
2025-12-16,3713.0187095520632,3030.387991861486,4435.408435639854,S001,Richeese Wafer Keju 50g,Wafer,3713,3030,4435,21467575.0
2025-12-17,3702.738802444931,3025.4502209994935,4365.016632111333,S001,Richeese Wafer Keju 50g,Wafer,3703,3025,4365,21409758.0
2025-12-18,3677.773060212197,3012.44703082238,4379.175926610043,S001,Richeese Wafer Keju 50g,Wafer,3678,3012,4379,21265214.0
2025-12-19,3638.36705239506,3021.163521833625,4341.245955533171,S001,Richeese Wafer Keju 50g,Wafer,3638,3021,4341,21033945.0
2025-12-20,3585.0262012937646,2925.221016315455,4212.472463676728,S001,Richeese Wafer Keju 50g,Wafer,3585,2925,4212,20727513.0
2025-12-21,3518.503599228527,2848.0470665081125,4237.306262698342,S001,Richeese Wafer Keju 50g,Wafer,3519,2848,4237,20345919.0
2025-12-22,3439.782349174761,2797.0767595004577,4073.1439029171447,S001,Richeese Wafer Keju 50g,Wafer,3440,2797,4073,19889162.0
2025-12-23,3350.0528733526044,2662.1514540016988,3983.111573070633,S001,Richeese Wafer Keju 50g,Wafer,3350,2662,3983,19368806.0
2025-12-24,3250.68575951052,2538.7315225304305,3913.4723426363753,S001,Richeese Wafer Keju 50g,Wafer,3251,2539,3913,18796414.0
2025-12-25,3143.200824945395,2506.1238464966914,3810.3175901482473,S001,Richeese Wafer Keju 50g,Wafer,3143,2506,3810,18171987.0
2025-12-26,3029.233170768916,2341.964143579411,3723.0969601549764,S001,Richeese Wafer Keju 50g,Wafer,3029,2342,3723,17512870.0
2025-12-27,2910.4970711152646,2217.842054720087,3589.938912583472,S001,Richeese Wafer Keju 50g,Wafer,2910,2218,3590,16824843.0
2025-12-28,2788.7485919700102,2052.6774284067887,3458.8933727378662,S001,Richeese Wafer Keju 50g,Wafer,2789,2053,3459,16125254.0
2025-12-29,2665.74786072281,1978.206749276173,3325.8745314578255,S001,Richeese Wafer Keju 50g,Wafer,2666,1978,3326,15414100.0
2025-12-30,2543.221909809593,1862.5419031170643,3278.1861339600346,S001,Richeese Wafer Keju 50g,Wafer,2543,1863,3278,14702947.0
2025-12-31,2422.8289958059017,1746.4748922056199,3084.130630019659,S001,Richeese Wafer Keju 50g,Wafer,2423,1746,3084,14009139.0
2025-10-01,1052.7684981725,790.1786831569077,1318.529392684892,S002,Richoco Wafer Cokelat 50g,Wafer,1053,790,1319,6124820.0
2025-10-02,1057.7637751501748,790.9263957771425,1320.3118085500123,S002,Richoco Wafer Cokelat 50g,Wafer,1058,791,1320,6153903.0
2025-10-03,1062.2690512700399,811.3406714018178,1318.9519615777735,S002,Richoco Wafer Cokelat 50g,Wafer,1062,811,1319,6177169.0
2025-10-04,1066.1702736087955,806.5103145072334,1321.7439375211522,S002,Richoco Wafer Cokelat 50g,Wafer,1066,807,1322,6200435.0
2025-10-05,1069.3661357536855,798.5964951845679,1335.2407075723193,S002,Richoco Wafer Cokelat 50g,Wafer,1069,799,1335,6217885.0
2025-10-06,1071.7729621208905,811.5725203885441,1324.1967717803232,S002,Richoco Wafer Cokelat 50g,Wafer,1072,812,1324,6235334.0
2025-10-07,1073.3292051030269,816.2207005198975,1343.7532068721998,S002,Richoco Wafer Cokelat 50g,Wafer,1073,816,1344,6241151.0
2025-10-08,1073.9993850640947,818.1860503710869,1348.1299171178955,S002,Richoco Wafer Cokelat 50g,Wafer,1074,818,1348,6246967.0
2025-10-09,1073.7773170468183,823.0978335330972,1350.0721338322414,S002,Richoco Wafer Cokelat 50g,Wafer,1074,823,1350,6246967.0
2025-10-10,1072.6884873555086,803.1022816049066,1309.8828471625882,S002,Richoco Wafer Cokelat 50g,Wafer,1073,803,1310,6241151.0
2025-10-11,1070.7914673933458,820.3231131012141,1328.6313115752027,S002,Richoco Wafer Cokelat 50g,Wafer,1071,820,1329,6229518.0
2025-10-12,1068.17828058708,812.1422362035046,1340.5506753813927,S002,Richoco Wafer Cokelat 50g,Wafer,1068,812,1341,6212068.0
2025-10-13,1064.973670082159,795.373329380843,1314.4861979106026,S002,Richoco Wafer Cokelat 50g,Wafer,1065,795,1314,6194619.0
2025-10-14,1061.3332491813978,807.1927554414322,1331.8516626558383,S002,Richoco Wafer Cokelat 50g,Wafer,1061,807,1332,6171352.0
2025-10-15,1057.4405521863785,806.6610887608214,1303.2657268017826,S002,Richoco Wafer Cokelat 50g,Wafer,1057,807,1303,6148086.0
2025-10-16,1053.503039265066,797.4427034667775,1324.6052711412015,S002,Richoco Wafer Cokelat 50g,Wafer,1054,797,1325,6130637.0
2025-10-17,1049.7471440779473,777.7198000471838,1315.6697924264859,S002,Richoco Wafer Cokelat 50g,Wafer,1050,778,1316,6107370.0
2025-10-18,1046.4124860202649,792.9375119765774,1304.2331431695907,S002,Richoco Wafer Cokelat 50g,Wafer,1046,793,1304,6084104.0
2025-10-19,1043.7453989910598,766.8784192703107,1296.7089442068577,S002,Richoco Wafer Cokelat 50g,Wafer,1044,767,1297,6072471.0
2025-10-20,1041.9919545764453,771.8173963623843,1285.6115818659364,S002,Richoco Wafer Cokelat 50g,Wafer,1042,772,1286,6060838.0
2025-10-21,1041.390678537127,776.9675980060639,1299.7308530099988,S002,Richoco Wafer Cokelat 50g,Wafer,1041,777,1300,6055022.0
2025-10-22,1042.1651747634326,760.1811241095043,1311.09656527748,S002,Richoco Wafer Cokelat 50g,Wafer,1042,760,1311,6060838.0
2025-10-23,1044.5168798158177,798.6067828698737,1312.6691383499194,S002,Richoco Wafer Cokelat 50g,Wafer,1045,799,1313,6078288.0
2025-10-24,1048.618173399898,789.1192774474538,1300.8446076975438,S002,Richoco Wafer Cokelat 50g,Wafer,1049,789,1301,6101554.0
2025-10-25,1054.6060654316368,776.7048611010553,1332.7263456583614,S002,Richoco Wafer Cokelat 50g,Wafer,1055,777,1333,6136453.0
2025-10-26,1062.5766687390478,803.8149764500756,1326.6963556648773,S002,Richoco Wafer Cokelat 50g,Wafer,1063,804,1327,6182985.0
2025-10-27,1072.580648144973,800.6597859865112,1340.7874041524954,S002,Richoco Wafer Cokelat 50g,Wafer,1073,801,1341,6241151.0
2025-10-28,1084.619812112359,812.1752365269651,1339.8258256645556,S002,Richoco Wafer Cokelat 50g,Wafer,1085,812,1340,6310949.0
2025-10-29,1098.6449829396809,832.674978345636,1373.3680672598032,S002,Richoco Wafer Cokelat 50g,Wafer,1099,833,1373,6392381.0
2025-10-30,1114.5552464892683,855.3514205459281,1393.1089623843884,S002,Richoco Wafer Cokelat 50g,Wafer,1115,855,1393,6485446.0
2025-10-31,1132.198643584956,891.421894940814,1391.74243158746,S002,Richoco Wafer Cokelat 50g,Wafer,1132,891,1392,6584327.0
2025-11-01,1151.374323640694,895.1785895097302,1421.5347819281221,S002,Richoco Wafer Cokelat 50g,Wafer,1151,895,1422,6694841.0
2025-11-02,1171.836137989675,917.0048716073776,1421.6082015806958,S002,Richoco Wafer Cokelat 50g,Wafer,1172,917,1422,6816989.0
2025-11-03,1193.2976070461764,937.5733968852421,1447.4796637253357,S002,Richoco Wafer Cokelat 50g,Wafer,1193,938,1447,6939136.0
2025-11-04,1215.4381531588458,954.3753183382065,1487.5838554743798,S002,Richoco Wafer Cokelat 50g,Wafer,1215,954,1488,7067100.0
2025-11-05,1237.9104510979944,963.0696562815325,1497.14292795663,S002,Richoco Wafer Cokelat 50g,Wafer,1238,963,1497,7200881.0
2025-11-06,1260.3487118023122,993.0865031494258,1510.4072421492956,S002,Richoco Wafer Cokelat 50g,Wafer,1260,993,1510,7328844.0
2025-11-07,1282.3776834472899,1030.234920237927,1532.5307137910977,S002,Richoco Wafer Cokelat 50g,Wafer,1282,1030,1533,7456808.0
2025-11-08,1303.622128123149,1049.1652164774862,1561.3428516806996,S002,Richoco Wafer Cokelat 50g,Wafer,1304,1049,1561,7584772.0
2025-11-09,1323.716513292341,1048.3706185954777,1579.0956026567962,S002,Richoco Wafer Cokelat 50g,Wafer,1324,1048,1579,7701103.0
2025-11-10,1342.3146454260286,1063.1852031567425,1596.5160330028789,S002,Richoco Wafer Cokelat 50g,Wafer,1342,1063,1597,7805801.0
2025-11-11,1359.0989692713795,1103.818298424922,1632.6241289780482,S002,Richoco Wafer Cokelat 50g,Wafer,1359,1104,1633,7904682.0
2025-11-12,1373.7892603328005,1112.9666751960237,1624.2633011056882,S002,Richoco Wafer Cokelat 50g,Wafer,1374,1113,1624,7991930.0
2025-11-13,1386.1504503698977,1117.0404782558735,1653.8768053375077,S002,Richoco Wafer Cokelat 50g,Wafer,1386,1117,1654,8061729.0
2025-11-14,1395.999345801004,1123.100125169774,1661.5739822267471,S002,Richoco Wafer Cokelat 50g,Wafer,1396,1123,1662,8119894.0
2025-11-15,1403.2100263897896,1141.4413142818557,1676.9597759430235,S002,Richoco Wafer Cokelat 50g,Wafer,1403,1141,1677,8160610.0
2025-11-16,1407.7177457923103,1146.7265702564555,1652.4103337832416,S002,Richoco Wafer Cokelat 50g,Wafer,1408,1147,1652,8189693.0
2025-11-17,1409.5211955589004,1146.2275263236004,1667.5524755589943,S002,Richoco Wafer Cokelat 50g,Wafer,1410,1146,1668,8201326.0
2025-11-18,1408.6830389273687,1120.5354118103887,1671.0214712929112,S002,Richoco Wafer Cokelat 50g,Wafer,1409,1121,1671,8195509.0
2025-11-19,1405.328668981528,1125.3091719573256,1651.6068206668306,S002,Richoco Wafer Cokelat 50g,Wafer,1405,1125,1652,8172243.0
2025-11-20,1399.6431961140593,1146.8476216394856,1666.4124325223195,S002,Richoco Wafer Cokelat 50g,Wafer,1400,1147,1666,8143161.0
2025-11-21,1391.8667207871617,1137.4430687436554,1653.168286941438,S002,Richoco Wafer Cokelat 50g,Wafer,1392,1137,1653,8096628.0
2025-11-22,1382.287997842937,1106.0639663070074,1662.6251929954703,S002,Richoco Wafer Cokelat 50g,Wafer,1382,1106,1663,8038463.0
2025-11-23,1371.236646601394,1108.1772820061722,1652.984404060191,S002,Richoco Wafer Cokelat 50g,Wafer,1371,1108,1653,7974481.0
2025-11-24,1359.0741052588905,1098.5783582250656,1624.9556241433381,S002,Richoco Wafer Cokelat 50g,Wafer,1359,1099,1625,7904682.0
2025-11-25,1346.1835673227636,1072.3595826026974,1613.8847261441354,S002,Richoco Wafer Cokelat 50g,Wafer,1346,1072,1614,7829067.0
2025-11-26,1332.9591707744646,1051.876279652816,1581.0354179388526,S002,Richoco Wafer Cokelat 50g,Wafer,1333,1052,1581,7753452.0
2025-11-27,1319.7947362929024,1049.1185125094755,1580.41508744434,S002,Richoco Wafer Cokelat 50g,Wafer,1320,1049,1580,7677837.0
2025-11-28,1307.0723683466217,1051.0738515365465,1566.0561436077357,S002,Richoco Wafer Cokelat 50g,Wafer,1307,1051,1566,7602222.0
2025-11-29,1295.151241657354,1045.689095190415,1574.8075899622984,S002,Richoco Wafer Cokelat 50g,Wafer,1295,1046,1575,7532424.0
2025-11-30,1284.3568950760064,1031.651006119917,1549.223075986374,S002,Richoco Wafer Cokelat 50g,Wafer,1284,1032,1549,7468442.0
2025-12-01,1274.971345182237,996.8053858208874,1539.348920554981,S002,Richoco Wafer Cokelat 50g,Wafer,1275,997,1539,7416093.0
2025-12-02,1267.2243130798101,999.3946524492577,1516.5523863107824,S002,Richoco Wafer Cokelat 50g,Wafer,1267,999,1517,7369560.0
2025-12-03,1261.2858303371129,993.565112102787,1516.058062090112,S002,Richoco Wafer Cokelat 50g,Wafer,1261,994,1516,7334661.0
2025-12-04,1257.260454493107,989.9472556598664,1528.5854968720614,S002,Richoco Wafer Cokelat 50g,Wafer,1257,990,1529,7311395.0
2025-12-05,1255.1832819378994,997.7353481740415,1511.6319614204092,S002,Richoco Wafer Cokelat 50g,Wafer,1255,998,1512,7299762.0
2025-12-06,1255.0178974200564,995.3110662414288,1523.262009448751,S002,Richoco Wafer Cokelat 50g,Wafer,1255,995,1523,7299762.0
2025-12-07,1256.6563462547292,997.0199194852564,1492.6240085526279,S002,Richoco Wafer Cokelat 50g,Wafer,1257,997,1493,7311395.0
2025-12-08,1259.9211589769302,1015.2523534371646,1525.3047537331142,S002,Richoco Wafer Cokelat 50g,Wafer,1260,1015,1525,7328844.0
2025-12-09,1264.5694002856828,1011.5466694796991,1528.9847658225087,S002,Richoco Wafer Cokelat 50g,Wafer,1265,1012,1529,7357927.0
2025-12-10,1270.2986562961255,1026.917244232569,1521.775932632695,S002,Richoco Wafer Cokelat 50g,Wafer,1270,1027,1522,7387010.0
2025-12-11,1276.7548180244198,1009.681068167549,1553.7353315525302,S002,Richoco Wafer Cokelat 50g,Wafer,1277,1010,1554,7427726.0
2025-12-12,1283.541466292072,1015.5277257694752,1549.6343773091542,S002,Richoco Wafer Cokelat 50g,Wafer,1284,1016,1550,7468442.0
2025-12-13,1290.2306154101332,1027.690621516573,1550.8012070920122,S002,Richoco Wafer Cokelat 50g,Wafer,1290,1028,1551,7503341.0
2025-12-14,1296.3745315077074,1043.3001308483128,1565.580743698216,S002,Richoco Wafer Cokelat 50g,Wafer,1296,1043,1566,7538240.0
2025-12-15,1301.5183074604136,1031.1628160877726,1558.6950331358812,S002,Richoco Wafer Cokelat 50g,Wafer,1302,1031,1559,7573139.0
2025-12-16,1305.212851107652,1046.3464458368715,1551.8724821982382,S002,Richoco Wafer Cokelat 50g,Wafer,1305,1046,1552,7590589.0
2025-12-17,1307.0279276339973,1028.0696791011019,1573.9550590098804,S002,Richoco Wafer Cokelat 50g,Wafer,1307,1028,1574,7602222.0
2025-12-18,1306.5648911814676,1035.5883678358268,1559.2380866928206,S002,Richoco Wafer Cokelat 50g,Wafer,1307,1036,1559,7602222.0
2025-12-19,1303.468745228453,1020.1859200638127,1555.3587370940072,S002,Richoco Wafer Cokelat 50g,Wafer,1303,1020,1555,7578956.0
2025-12-20,1297.4391859910954,1045.7243029157225,1542.8695756779382,S002,Richoco Wafer Cokelat 50g,Wafer,1297,1046,1543,7544057.0
2025-12-21,1288.2403077633724,1027.5668754686121,1548.8584813389773,S002,Richoco Wafer Cokelat 50g,Wafer,1288,1028,1549,7491708.0
2025-12-22,1275.7086831044362,1001.4691380381194,1546.1443865122487,S002,Richoco Wafer Cokelat 50g,Wafer,1276,1001,1546,7421909.0
2025-12-23,1259.759573235193,992.5970791723686,1518.645362068105,S002,Richoco Wafer Cokelat 50g,Wafer,1260,993,1519,7328844.0
2025-12-24,1240.3910737895403,980.7915797374724,1497.0395152153808,S002,Richoco Wafer Cokelat 50g,Wafer,1240,981,1497,7212514.0
2025-12-25,1217.6860568400598,963.5655846980916,1500.9212846688085,S002,Richoco Wafer Cokelat 50g,Wafer,1218,964,1501,7084550.0
2025-12-26,1191.8118303474469,928.6876830715981,1431.2855148683107,S002,Richoco Wafer Cokelat 50g,Wafer,1192,929,1431,6933320.0
2025-12-27,1163.0174992040297,893.5917394048047,1425.864205673596,S002,Richoco Wafer Cokelat 50g,Wafer,1163,894,1426,6764640.0
2025-12-28,1131.629076091851,869.407371622099,1404.3011412241692,S002,Richoco Wafer Cokelat 50g,Wafer,1132,869,1404,6584327.0
2025-12-29,1098.0424536387352,834.0007849384434,1370.7012319540809,S002,Richoco Wafer Cokelat 50g,Wafer,1098,834,1371,6386564.0
2025-12-30,1062.7144100472701,809.4786090713079,1336.0185213654504,S002,Richoco Wafer Cokelat 50g,Wafer,1063,809,1336,6182985.0
2025-12-31,1026.151876731481,774.7953957300156,1296.1516253953616,S002,Richoco Wafer Cokelat 50g,Wafer,1026,775,1296,5967773.0
2025-10-01,970.6054718150642,693.2572762309195,1253.668672190015,S003,Richeese Wafer Keju 10g Renceng,Wafer,971,693,1254,9452570.0
2025-10-02,978.1244492593411,705.6291268368842,1256.2459631995528,S003,Richeese Wafer Keju 10g Renceng,Wafer,978,706,1256,9520715.0
2025-10-03,986.7337801369046,710.9539290407907,1254.0494915283323,S003,Richeese Wafer Keju 10g Renceng,Wafer,987,711,1254,9608329.0
2025-10-04,996.3715963526378,705.2036370278922,1286.8665756705295,S003,Richeese Wafer Keju 10g Renceng,Wafer,996,705,1287,9695942.0
2025-10-05,1006.9545247803352,715.3492243025621,1292.317823168059,S003,Richeese Wafer Keju 10g Renceng,Wafer,1007,715,1292,9803026.0
2025-10-06,1018.3794554089858,739.7654045127182,1311.539910054846,S003,Richeese Wafer Keju 10g Renceng,Wafer,1018,740,1312,9910110.0
2025-10-07,1030.5257555206492,745.1595993432614,1319.0303489598075,S003,Richeese Wafer Keju 10g Renceng,Wafer,1031,745,1319,10036663.0
2025-10-08,1043.2578677776446,759.0688615633424,1344.8767170621597,S003,Richeese Wafer Keju 10g Renceng,Wafer,1043,759,1345,10153482.0
2025-10-09,1056.4282216817728,781.8472327655752,1325.215718533943,S003,Richeese Wafer Keju 10g Renceng,Wafer,1056,782,1325,10280035.0
